model,ens,exp,postprocess,table,grid,varn,period,mean
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2016-2035,2.12
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2016-2035,1.61
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2016-2035,1.54
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.03
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2016-2035,1.14
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.30
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.27
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.35
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.54
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,0.94
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,0.95
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2016-2035,1.25
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2016-2035,1.60
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.58
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.31
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.44
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.98
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.62
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.54
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.43
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2046-2065,2.87
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.66
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2046-2065,2.81
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2046-2065,2.24
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2046-2065,2.02
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2046-2065,3.44
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,3.21
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2046-2065,2.53
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2046-2065,2.16
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2046-2065,2.69
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2046-2065,2.42
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2046-2065,2.39
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.86
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.61
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2046-2065,2.17
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2046-2065,1.72
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2046-2065,2.62
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2046-2065,2.80
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.91
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2046-2065,1.91
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2046-2065,1.72
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2046-2065,2.74
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2046-2065,3.16
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2046-2065,2.24
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2046-2065,2.28
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.69
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2046-2065,1.88
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.90
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.95
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.22
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.38
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.51
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,1.67
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2046-2065,2.52
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2046-2065,2.89
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.23
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.20
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.50
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.08
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,0.89
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.41
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.33
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2011-2020,1.80
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.42
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2011-2020,1.55
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2011-2020,1.22
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2011-2020,1.11
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2011-2020,2.05
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.88
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2011-2020,1.73
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2011-2020,1.37
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2011-2020,1.75
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2011-2020,1.47
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2011-2020,1.47
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.28
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.59
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2011-2020,1.19
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2011-2020,1.06
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2011-2020,1.47
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2011-2020,1.55
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.18
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2011-2020,1.14
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2011-2020,1.09
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2011-2020,1.53
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2011-2020,1.88
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2011-2020,1.49
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2011-2020,1.43
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,0.89
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2011-2020,1.02
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.19
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.16
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.19
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.43
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,0.88
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,0.88
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2011-2020,1.07
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2011-2020,1.36
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.61
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.55
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.78
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.37
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.05
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.72
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.67
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2030,2.18
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.70
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2021-2030,1.90
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2021-2030,1.51
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2021-2030,1.36
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2021-2030,2.48
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,2.30
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2030,1.88
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2030,1.57
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2030,1.95
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2030,1.67
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2030,1.80
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.48
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.94
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2030,1.50
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2030,1.26
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2021-2030,1.97
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2021-2030,1.91
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.38
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2030,1.37
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2030,1.39
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2030,1.89
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2021-2030,2.34
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2021-2030,1.79
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2021-2030,1.70
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.19
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2021-2030,1.26
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.38
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.39
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.52
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.71
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.02
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.03
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2021-2030,1.49
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2021-2030,1.85
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,2.00
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.90
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,2.02
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.63
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.23
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,2.06
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.97
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2031-2040,2.42
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,2.09
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2031-2040,2.26
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2031-2040,1.80
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2031-2040,1.60
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2031-2040,2.83
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,2.64
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2031-2040,2.16
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2031-2040,1.77
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2031-2040,2.20
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2031-2040,1.89
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2031-2040,2.01
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.71
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,2.25
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2031-2040,1.75
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2031-2040,1.39
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2031-2040,2.29
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2031-2040,2.24
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.61
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2031-2040,1.61
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2031-2040,1.57
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2031-2040,2.26
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2031-2040,2.69
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2031-2040,2.01
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2031-2040,1.93
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.41
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2031-2040,1.49
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.58
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.63
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.77
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.95
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.26
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.31
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2031-2040,1.89
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2031-2040,2.28
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.42
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.16
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.32
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.88
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.49
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.39
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.29
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2050,2.73
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.48
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2041-2050,2.65
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2041-2050,2.09
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2041-2050,1.86
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2041-2050,3.26
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,3.05
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2050,2.41
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2050,2.03
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2050,2.54
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2050,2.23
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2050,2.25
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.83
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.51
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2050,2.03
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2050,1.60
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2041-2050,2.54
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2041-2050,2.63
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.80
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2050,1.83
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2050,1.66
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2050,2.58
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2041-2050,3.02
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2041-2050,2.14
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2041-2050,2.09
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.60
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2041-2050,1.77
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.79
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.88
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.06
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.23
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.43
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,1.58
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2041-2050,2.31
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2041-2050,2.69
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.74
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.40
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.56
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.10
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,1.73
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.63
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.57
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2051-2060,3.00
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.82
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2051-2060,2.96
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2051-2060,2.39
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2051-2060,2.13
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2051-2060,3.57
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,3.40
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2051-2060,2.65
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2051-2060,2.29
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2051-2060,2.86
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2051-2060,2.53
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2051-2060,2.50
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,1.93
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.72
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2051-2060,2.26
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2051-2060,1.80
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2051-2060,2.69
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2051-2060,2.97
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,1.99
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2051-2060,1.97
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2051-2060,1.80
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2051-2060,2.88
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2051-2060,3.28
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2051-2060,2.37
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2051-2060,2.45
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,1.79
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2051-2060,1.98
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,1.96
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.02
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.31
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.48
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,1.59
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,1.68
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2051-2060,2.70
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2051-2060,3.05
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,3.00
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.59
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.72
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.23
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,1.89
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.86
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.79
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2061-2070,3.21
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,3.15
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2061-2070,3.27
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2061-2070,2.67
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2061-2070,2.45
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2061-2070,3.75
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,3.67
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2061-2070,2.91
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2061-2070,2.57
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2061-2070,3.06
